PATCH,CATEGORY,ORDINAL RANK,PERCENT VALUE,HERO NAME
6.85,Most banned in first ban phase,12,9,Broodmother
6.85,Most banned in first ban phase,13,8,Spirit Breaker
6.85,Most banned in first ban phase,14,8,Dazzle
6.85,Most banned in first ban phase,15,7,Ember Spirit
6.85,Most banned in first ban phase,16,4,Bounty Hunter
6.85,Most banned in first ban phase,17,4,Gyrocopter
6.85,Most banned in first ban phase,18,4,Bane
6.85,Most banned in first ban phase,19,3,Lich
6.85,Most banned in first ban phase,20,3,Earthshaker
6.85,Most banned in first ban phase,21,3,Lina
6.85,Most banned in first ban phase,22,2,Ancient Apparition
6.85,Most banned in first ban phase,23,2,Templar Assassin
6.85,Most banned in first ban phase,24,2,Leshrac
6.85,Most banned in first ban phase,25,1,Invoker
6.85,Most banned in first ban phase,26,1,Beastmaster
6.85,Most banned in first ban phase,27,1,Meepo
6.85,Most banned in first ban phase,28,1,Nature's Prophet
6.85,Most banned in first ban phase,29,1,Anti-Mage
6.85,Most banned in first ban phase,30,1,Ogre Magi
6.85,Most banned in first ban phase,31,1,Huskar
6.85,Most banned in first ban phase,32,1,Clockwerk
6.85,Most banned in first ban phase,33,1,Venomancer
6.85,Most banned in first ban phase,34,1,Naga Siren
6.85,Most banned in first ban phase,35,1,Windranger
6.85,Most banned in first ban phase,36,1,Razor
6.85,Most banned in first ban phase,37,1,Tiny
6.85,Most banned in first ban phase,38,0,Phantom Assassin
6.85,Most banned in first ban phase,39,0,Rubick
6.85,Most banned in first ban phase,40,0,Chaos Knight
6.85,Most banned in first ban phase,41,0,Visage
6.85,Most banned in first ban phase,42,0,Legion Commander
6.85,Most banned in first ban phase,43,0,Terrorblade
6.85,Most banned in first ban phase,44,0,Abaddon
6.85,Most banned in first ban phase,45,0,Troll Warlord
6.85,Most banned in first ban phase,46,0,Keeper of the Light
6.85,Most banned in first ban phase,47,0,Phantom Lancer
6.85,Most banned in first ban phase,48,0,Disruptor
6.85,Most banned in first ban phase,49,0,Pugna
6.85,Most banned in first ban phase,50,0,Drow Ranger
6.85,Most banned in first ban phase,51,0,Morphling
6.85,Most banned in first ban phase,52,0,Storm Spirit
6.85,Most banned in first ban phase,53,0,Enchantress
6.85,Most banned in first ban phase,54,0,Crystal Maiden
6.85,Most banned in first ban phase,55,0,Pudge
6.85,Most banned in first ban phase,56,0,Dragon Knight
6.85,Most banned in first ban phase,57,0,Lifestealer
6.85,Most banned in first ban phase,58,0,Jakiro
6.85,Most banned in first ban phase,59,0,Silencer
6.85,Most banned in first ban phase,60,0,Lone Druid
6.85,Most banned in first ban phase,61,0,Shadow Demon
6.85,Most banned in first ban phase,62,0,Viper
6.85,Most banned in first ban phase,63,0,Batrider
6.85,Most banned in first ban phase,64,0,Warlock
6.85,Most banned in first ban phase,65,0,Juggernaut
6.85,Most banned in first ban phase,66,0,Tinker
6.85,Most banned in first ban phase,67,0,Shadow Shaman
6.84,Highest winrate,1,73,Pudge
6.84,Highest winrate,2,67,Earth Spirit
6.84,Highest winrate,3,67,Techies
6.84,Highest winrate,4,65,Pugna
6.84,Highest winrate,5,64,Omniknight
6.84,Highest winrate,6,61,Bounty Hunter
6.84,Highest winrate,7,59,Crystal Maiden
6.84,Highest winrate,8,58,Spectre
6.84,Highest winrate,9,58,Beastmaster
6.84,Highest winrate,10,58,Templar Assassin
6.84,Highest winrate,11,58,Huskar
6.84,Highest winrate,12,58,Silencer
6.84,Highest winrate,13,57,Dragon Knight
6.84,Highest winrate,14,57,Visage
6.84,Highest winrate,15,57,Venomancer
6.84,Highest winrate,16,57,Leshrac
6.84,Highest winrate,17,57,Luna
6.84,Highest winrate,18,56,Ursa Warrior
6.84,Highest winrate,19,56,Undying
6.84,Highest winrate,20,56,Naga Siren
6.84,Highest winrate,21,54,Juggernaut
6.84,Highest winrate,22,54,Weaver
6.84,Highest winrate,23,54,Vengeful Spirit
6.84,Highest winrate,24,54,Spirit Breaker
6.84,Highest winrate,25,54,Slardar
6.84,Highest winrate,26,54,Tusk
6.84,Highest winrate,27,54,Chen
6.84,Highest winrate,28,54,Lifestealer
6.84,Highest winrate,29,53,Treant Protector
6.84,Highest winrate,30,53,Abaddon
6.84,Highest winrate,31,53,Clinkz
6.84,Highest winrate,32,52,Dazzle
6.84,Highest winrate,33,52,Shadow Shaman
6.84,Highest winrate,34,52,Io
6.84,Highest winrate,35,52,Storm Spirit
6.84,Highest winrate,36,52,Alchemist
6.84,Highest winrate,37,52,Phantom Lancer
6.84,Highest winrate,38,52,Anti-Mage
6.84,Highest winrate,39,51,Night Stalker
6.84,Highest winrate,40,51,Wraith King
6.84,Highest winrate,41,51,Clockwerk
6.84,Highest winrate,42,51,Drow Ranger
6.84,Highest winrate,43,50,Death Prophet
6.84,Highest winrate,44,50,Gyrocopter
6.84,Highest winrate,45,50,Broodmother
6.84,Highest winrate,46,50,Rubick
6.84,Highest winrate,47,50,Disruptor
6.84,Highest winrate,48,50,Shadow Fiend
6.84,Highest winrate,49,50,Bane
6.84,Highest winrate,50,50,Morphling
6.84,Highest winrate,51,49,Keeper of the Light
6.84,Highest winrate,52,49,Sand King
6.84,Highest winrate,53,49,Slark
6.84,Highest winrate,54,49,Ember Spirit
6.84,Highest winrate,55,49,Queen of Pain
6.84,Highest winrate,56,49,Nature's Prophet
6.84,Highest winrate,57,49,Enigma
6.84,Highest winrate,58,48,Tidehunter
6.84,Highest winrate,59,48,Jakiro
6.84,Highest winrate,60,48,Brewmaster
6.84,Highest winrate,61,48,Dark Seer
6.84,Highest winrate,62,48,Witch Doctor
6.84,Highest winrate,63,48,Lion
6.84,Highest winrate,64,48,Axe
6.84,Highest winrate,65,48,Viper
6.84,Highest winrate,66,48,Winter Wyvern
6.84,Highest winrate,67,48,Lycan
6.84,Highest winrate,68,47,Legion Commander
6.84,Highest winrate,69,47,Earthshaker
6.84,Highest winrate,70,47,Lina
6.84,Highest winrate,71,47,Nyx Assassin
6.84,Highest winrate,72,47,Razor
6.84,Highest winrate,73,46,Tiny
6.84,Highest winrate,74,45,Centaur Warrunner
6.84,Highest winrate,75,45,Puck
6.84,Highest winrate,76,44,Ancient Apparition
6.84,Highest winrate,77,44,Lone Druid
6.84,Highest winrate,78,44,Bloodseeker
6.84,Highest winrate,79,44,Lich
6.84,Highest winrate,80,44,Bristleback
6.84,Highest winrate,81,44,Windranger
6.84,Highest winrate,82,42,Invoker
6.84,Highest winrate,83,41,Troll Warlord
6.84,Highest winrate,84,41,Shadow Demon
6.84,Highest winrate,85,41,Mirana
6.84,Highest winrate,86,40,Zeus
6.84,Highest winrate,87,40,Warlock
6.84,Highest winrate,88,40,Enchantress
6.84,Highest winrate,89,40,Ogre Magi
6.84,Highest winrate,90,38,Batrider
6.84,Highest winrate,91,38,Medusa
6.84,Highest winrate,92,38,Elder Titan
6.84,Highest winrate,93,38,Faceless Void
6.84,Highest winrate,94,38,Skywrath Mage
6.84,Highest winrate,95,37,Sven
6.84,Highest winrate,96,37,Phoenix
6.84,Highest winrate,97,37,Magnus
6.84,Highest winrate,98,36,Chaos Knight
6.84,Highest winrate,99,33,Meepo
6.84,Highest winrate,100,32,Tinker
6.84,Highest winrate,101,30,Kunkka
6.84,Highest winrate,102,30,Sniper
6.84,Highest winrate,103,29,Phantom Assassin
6.84,Highest winrate,104,28,Timbersaw
6.84,Highest winrate,105,27,Outworld Devourer
6.84,Highest winrate,106,23,Doom
6.84,Most picked,1,46,Gyrocopter
6.84,Most picked,2,45,Earthshaker
6.84,Most picked,3,41,Queen of Pain
6.84,Most picked,4,39,Rubick
6.84,Most picked,5,37,Lina
6.84,Most picked,6,34,Clockwerk
6.84,Most picked,7,34,Shadow Fiend
6.84,Most picked,8,28,Storm Spirit
6.84,Most picked,9,28,Dazzle
6.84,Most picked,10,27,Tusk
6.84,Most picked,11,27,Leshrac
6.84,Most picked,12,25,Dark Seer
6.84,Most picked,13,24,Winter Wyvern
6.84,Most picked,14,23,Witch Doctor
6.84,Most picked,15,23,Spirit Breaker
6.84,Most picked,16,21,Lion
6.84,Most picked,17,19,Undying
6.84,Most picked,18,19,Phantom Lancer
6.84,Most picked,19,18,Disruptor
6.84,Most picked,20,18,Bounty Hunter
6.84,Most picked,21,16,Io
6.84,Most picked,22,14,Dragon Knight
6.84,Most picked,23,12,Visage
6.84,Most picked,24,12,Bristleback
6.84,Most picked,25,11,Beastmaster
6.84,Most picked,26,11,Anti-Mage
6.84,Most picked,27,11,Bloodseeker
6.84,Most picked,28,11,Ember Spirit
6.84,Most picked,29,11,Shadow Demon
6.84,Most picked,30,11,Templar Assassin
6.84,Most picked,31,10,Ancient Apparition
6.84,Most picked,32,10,Windranger
6.84,Most picked,33,10,Naga Siren
6.84,Most picked,34,10,Viper
6.84,Most picked,35,9,Skywrath Mage
6.84,Most picked,36,9,Zeus
6.84,Most picked,37,9,Phoenix
6.84,Most picked,38,8,Puck
6.84,Most picked,39,8,Bane
6.84,Most picked,40,8,Drow Ranger
6.84,Most picked,41,8,Juggernaut
6.84,Most picked,42,8,Sand King
6.84,Most picked,43,7,Crystal Maiden
6.84,Most picked,44,7,Razor
6.84,Most picked,45,7,Broodmother
6.84,Most picked,46,7,Tiny
6.84,Most picked,47,7,Keeper of the Light
6.84,Most picked,48,7,Chen
6.84,Most picked,49,7,Vengeful Spirit
6.84,Most picked,50,6,Slark
6.84,Most picked,51,5,Magnus
6.84,Most picked,52,5,Nyx Assassin
6.84,Most picked,53,5,Clinkz
6.84,Most picked,54,5,Invoker
6.84,Most picked,55,5,Silencer
6.84,Most picked,56,5,Centaur Warrunner
6.84,Most picked,57,5,Axe
6.84,Most picked,58,5,Nature's Prophet
6.84,Most picked,59,4,Slardar
6.84,Most picked,60,4,Tidehunter
6.84,Most picked,61,4,Enigma
6.84,Most picked,62,4,Brewmaster
6.84,Most picked,63,4,Pugna
6.84,Most picked,64,4,Luna
6.84,Most picked,65,4,Sven
6.84,Most picked,66,4,Night Stalker
6.84,Most picked,67,3,Treant Protector
6.84,Most picked,68,3,Lifestealer
6.84,Most picked,69,3,Weaver
6.84,Most picked,70,3,Legion Commander
6.84,Most picked,71,3,Huskar
6.84,Most picked,72,3,Enchantress
6.84,Most picked,73,3,Shadow Shaman
6.84,Most picked,74,2,Techies
6.84,Most picked,75,2,Wraith King
6.84,Most picked,76,2,Abaddon
6.84,Most picked,77,2,Omniknight
6.84,Most picked,78,2,Ogre Magi
6.84,Most picked,79,2,Morphling
6.84,Most picked,80,2,Batrider
6.84,Most picked,81,2,Mirana
6.84,Most picked,82,2,Jakiro
6.84,Most picked,83,2,Lycan
6.84,Most picked,84,2,Phantom Assassin
6.84,Most picked,85,2,Ursa Warrior
6.84,Most picked,86,2,Tinker
6.84,Most picked,87,1,Medusa
6.84,Most picked,88,1,Troll Warlord
6.84,Most picked,89,1,Kunkka
6.84,Most picked,90,1,Lich
6.84,Most picked,91,1,Doom
6.84,Most picked,92,1,Sniper
6.84,Most picked,93,1,Pudge
6.84,Most picked,94,1,Warlock
6.84,Most picked,95,1,Faceless Void
6.84,Most picked,96,1,Alchemist
6.84,Most picked,97,1,Spectre
6.84,Most picked,98,1,Chaos Knight
6.84,Most picked,99,1,Timbersaw
6.84,Most picked,100,1,Lone Druid
6.84,Most picked,101,1,Venomancer
6.84,Most picked,102,1,Outworld Devourer
6.84,Most picked,103,0,Death Prophet
6.84,Most picked,104,0,Meepo
6.84,Most picked,105,0,Riki
6.84,Most picked,106,0,Terrorblade
6.84,Most picked,107,0,Earth Spirit
6.84,Most picked,108,0,Elder Titan
6.84,Most contested,1,89,Queen of Pain
6.84,Most contested,2,85,Gyrocopter
6.84,Most contested,3,80,Leshrac
6.84,Most contested,4,72,Undying
6.84,Most contested,5,70,Earthshaker
6.84,Most contested,6,67,Shadow Fiend
6.84,Most contested,7,64,Clockwerk
6.84,Most contested,8,58,Lina
6.84,Most contested,9,57,Tusk
6.84,Most contested,10,54,Storm Spirit
6.84,Most contested,11,53,Rubick
6.84,Most contested,12,53,Bounty Hunter
6.84,Most contested,13,51,Phantom Lancer
6.84,Most contested,14,51,Io
6.84,Most contested,15,49,Dark Seer
6.84,Most contested,16,49,Dazzle
6.84,Most contested,17,48,Winter Wyvern
6.84,Most contested,18,47,Spirit Breaker
6.84,Most contested,19,44,Broodmother
6.84,Most contested,20,33,Witch Doctor
6.84,Most contested,21,30,Viper
6.84,Most contested,22,30,Lion
6.84,Most contested,23,29,Bloodseeker
6.84,Most contested,24,29,Disruptor
6.84,Most contested,25,28,Visage
6.84,Most contested,26,26,Anti-Mage
6.84,Most contested,27,24,Naga Siren
6.84,Most contested,28,24,Ancient Apparition
6.84,Most contested,29,24,Bristleback
6.84,Most contested,30,23,Dragon Knight
6.84,Most contested,31,22,Beastmaster
6.84,Most contested,32,21,Templar Assassin
6.84,Most contested,33,20,Ember Spirit
6.84,Most contested,34,20,Drow Ranger
6.84,Most contested,35,19,Shadow Demon
6.84,Most contested,36,18,Chen
6.84,Most contested,37,17,Phoenix
6.84,Most contested,38,16,Zeus
6.84,Most contested,39,15,Juggernaut
6.84,Most contested,40,14,Windranger
6.84,Most contested,41,14,Razor
6.84,Most contested,42,13,Skywrath Mage
6.84,Most contested,43,12,Puck
6.84,Most contested,44,12,Huskar
6.84,Most contested,45,11,Keeper of the Light
6.84,Most contested,46,11,Clinkz
6.84,Most contested,47,11,Slark
6.84,Most contested,48,11,Bane
6.84,Most contested,49,10,Sand King
6.84,Most contested,50,10,Vengeful Spirit
6.84,Most contested,51,10,Axe
6.84,Most contested,52,9,Pugna
6.84,Most contested,53,9,Tiny
6.84,Most contested,54,8,Invoker
6.84,Most contested,55,8,Crystal Maiden
6.84,Most contested,56,8,Night Stalker
6.84,Most contested,57,8,Nature's Prophet
6.84,Most contested,58,8,Silencer
6.84,Most contested,59,8,Nyx Assassin
6.84,Most contested,60,8,Tidehunter
6.84,Most contested,61,8,Centaur Warrunner
6.84,Most contested,62,8,Techies
6.84,Most contested,63,8,Magnus
6.84,Most contested,64,7,Brewmaster
6.84,Most contested,65,7,Luna
6.84,Most contested,66,6,Enigma
6.84,Most contested,67,6,Lycan
6.84,Most contested,68,6,Lifestealer
6.84,Most contested,69,6,Slardar
6.84,Most contested,70,6,Enchantress
6.84,Most contested,71,4,Omniknight
6.84,Most contested,72,4,Weaver
6.84,Most contested,73,4,Shadow Shaman
6.84,Most contested,74,4,Legion Commander
6.84,Most contested,75,4,Sven
6.84,Most contested,76,4,Batrider
6.84,Most contested,77,4,Tinker
6.84,Most contested,78,3,Ogre Magi
6.84,Most contested,79,3,Ursa Warrior
6.84,Most contested,80,3,Phantom Assassin
6.84,Most contested,81,3,Lone Druid
6.84,Most contested,82,3,Treant Protector
6.84,Most contested,83,3,Spectre
6.84,Most contested,84,3,Morphling
6.84,Most contested,85,2,Abaddon
6.84,Most contested,86,2,Timbersaw
6.84,Most contested,87,2,Medusa
6.84,Most contested,88,2,Mirana
6.84,Most contested,89,2,Alchemist
6.84,Most contested,90,2,Jakiro
6.84,Most contested,91,2,Faceless Void
6.84,Most contested,92,2,Wraith King
6.84,Most contested,93,2,Sniper
6.84,Most contested,94,1,Earth Spirit
6.84,Most contested,95,1,Lich
6.84,Most contested,96,1,Pudge
6.84,Most contested,97,1,Kunkka
6.84,Most contested,98,1,Warlock
6.84,Most contested,99,1,Venomancer
6.84,Most contested,100,1,Doom
6.84,Most contested,101,1,Outworld Devourer
6.84,Most contested,102,1,Meepo
6.84,Most contested,103,1,Troll Warlord
6.84,Most contested,104,1,Chaos Knight
6.84,Most contested,105,0,Oracle
6.84,Most contested,106,0,Riki
6.84,Most contested,107,0,Death Prophet
6.84,Most contested,108,0,Elder Titan
6.84,Most contested,109,0,Necrophos
6.84,Most banned,1,54,Undying
6.84,Most banned,2,53,Leshrac
6.84,Most banned,3,48,Queen of Pain
6.84,Most banned,4,39,Gyrocopter
6.84,Most banned,5,36,Broodmother
6.84,Most banned,6,35,Bounty Hunter
6.84,Most banned,7,34,Io
6.84,Most banned,8,33,Shadow Fiend
6.84,Most banned,9,32,Phantom Lancer
6.84,Most banned,10,30,Tusk
6.84,Most banned,11,30,Clockwerk
6.84,Most banned,12,27,Storm Spirit
6.84,Most banned,13,25,Earthshaker
6.84,Most banned,14,24,Spirit Breaker
6.84,Most banned,15,24,Winter Wyvern
6.84,Most banned,16,24,Dark Seer
6.84,Most banned,17,22,Lina
6.84,Most banned,18,21,Dazzle
6.84,Most banned,19,20,Viper
6.84,Most banned,20,18,Bloodseeker
6.84,Most banned,21,16,Visage
6.84,Most banned,22,16,Anti-Mage
6.84,Most banned,23,15,Ancient Apparition
6.84,Most banned,24,14,Naga Siren
6.84,Most banned,25,14,Rubick
6.84,Most banned,26,12,Beastmaster
6.84,Most banned,27,12,Bristleback
6.84,Most banned,28,12,Drow Ranger
6.84,Most banned,29,11,Chen
6.84,Most banned,30,11,Disruptor
6.84,Most banned,31,10,Witch Doctor
6.84,Most banned,32,10,Templar Assassin
6.84,Most banned,33,9,Dragon Knight
6.84,Most banned,34,9,Ember Spirit
6.84,Most banned,35,9,Lion
6.84,Most banned,36,8,Shadow Demon
6.84,Most banned,37,8,Huskar
6.84,Most banned,38,8,Phoenix
6.84,Most banned,39,7,Zeus
6.84,Most banned,40,7,Juggernaut
6.84,Most banned,41,6,Techies
6.84,Most banned,42,6,Razor
6.84,Most banned,43,5,Axe
6.84,Most banned,44,5,Clinkz
6.84,Most banned,45,5,Slark
6.84,Most banned,46,4,Pugna
6.84,Most banned,47,4,Keeper of the Light
6.84,Most banned,48,4,Puck
6.84,Most banned,49,4,Lycan
6.84,Most banned,50,4,Tidehunter
6.84,Most banned,51,4,Nature's Prophet
6.84,Most banned,52,4,Centaur Warrunner
6.84,Most banned,53,4,Silencer
6.84,Most banned,54,4,Windranger
6.84,Most banned,55,4,Night Stalker
6.84,Most banned,56,3,Skywrath Mage
6.84,Most banned,57,3,Nyx Assassin
6.84,Most banned,58,3,Luna
6.84,Most banned,59,3,Brewmaster
6.84,Most banned,60,3,Magnus
6.84,Most banned,61,3,Bane
6.84,Most banned,62,3,Lifestealer
6.84,Most banned,63,3,Sand King
6.84,Most banned,64,3,Invoker
6.84,Most banned,65,3,Batrider
6.84,Most banned,66,3,Vengeful Spirit
6.84,Most banned,67,3,Enchantress
6.84,Most banned,68,2,Spectre
6.84,Most banned,69,2,Enigma
6.84,Most banned,70,2,Tinker
6.84,Most banned,71,2,Slardar
6.84,Most banned,72,2,Tiny
6.84,Most banned,73,1,Crystal Maiden
6.84,Most banned,74,1,Morphling
6.84,Most banned,75,1,Sven
6.84,Most banned,76,1,Legion Commander
6.84,Most banned,77,1,Earth Spirit
6.84,Most banned,78,1,Medusa
6.84,Most banned,79,1,Meepo
6.84,Most banned,80,1,Omniknight
6.84,Most banned,81,1,Alchemist
6.84,Most banned,82,1,No Ban
6.84,Most banned,83,1,Weaver
6.84,Most banned,84,1,Phantom Assassin
6.84,Most banned,85,1,Treant Protector
6.84,Most banned,86,1,Faceless Void
6.84,Most banned,87,1,Ursa Warrior
6.84,Most banned,88,1,Chaos Knight
6.84,Most banned,89,1,Lone Druid
6.84,Most banned,90,1,Shadow Shaman
6.84,Most banned,91,0,Oracle
6.84,Most banned,92,0,Necrophos
6.84,Most banned,93,0,Venomancer
6.84,Most banned,94,0,Abaddon
6.84,Most banned,95,0,Warlock
6.84,Most banned,96,0,Death Prophet
6.84,Most banned,97,0,Kunkka
6.84,Most banned,98,0,Pudge
6.84,Most banned,99,0,Troll Warlord
6.84,Most banned,100,0,Mirana
6.84,Most banned,101,0,Sniper
6.84,Most banned,102,0,Outworld Devourer
6.84,Most banned,103,0,Jakiro
6.84,Most banned,104,0,Doom
6.84,Most banned,105,0,Ogre Magi
6.84,Most banned,106,0,Riki
6.84,Most banned,107,0,Wraith King
6.84,Most banned,108,0,Timbersaw
6.84,Most first-picked,1,14,Gyrocopter
6.84,Most first-picked,2,14,Queen of Pain
6.84,Most first-picked,3,11,Leshrac
6.84,Most first-picked,4,10,Tusk
6.84,Most first-picked,5,6,Lina
6.84,Most first-picked,6,6,Shadow Fiend
6.84,Most first-picked,7,5,Io
6.84,Most first-picked,8,4,Earthshaker
6.84,Most first-picked,9,4,Undying
6.84,Most first-picked,10,3,Bounty Hunter
6.84,Most first-picked,11,2,Winter Wyvern
6.84,Most first-picked,12,2,Clockwerk
6.84,Most first-picked,13,2,Beastmaster
6.84,Most first-picked,14,2,Visage
6.84,Most first-picked,15,1,Zeus
6.84,Most first-picked,16,1,Lion
6.84,Most first-picked,17,1,Dazzle
6.84,Most first-picked,18,1,Rubick
6.84,Most first-picked,19,1,Drow Ranger
6.84,Most first-picked,20,1,Spirit Breaker
6.84,Most first-picked,21,1,Chen
6.84,Most first-picked,22,1,Naga Siren
6.84,Most first-picked,23,1,Storm Spirit
6.84,Most first-picked,24,0,Keeper of the Light
6.84,Most first-picked,25,0,Disruptor
6.84,Most first-picked,26,0,Bloodseeker
6.84,Most first-picked,27,0,Elder Titan
6.84,Most first-picked,28,0,Earth Spirit
6.84,Most first-picked,29,0,Phoenix
6.84,Most first-picked,30,0,Techies
6.84,Most first-picked,31,0,Skywrath Mage
6.84,Most first-picked,32,0,Centaur Warrunner
6.84,Most first-picked,33,0,Phantom Lancer
6.84,Most first-picked,34,0,Magnus
6.84,Most first-picked,35,0,Troll Warlord
6.84,Most first-picked,36,0,Bristleback
6.84,Most first-picked,37,0,Nyx Assassin
6.84,Most first-picked,38,0,Bane
6.84,Most first-picked,39,0,Anti-Mage
6.84,Most first-picked,40,0,Crystal Maiden
6.84,Most first-picked,41,0,Enchantress
6.84,Most first-picked,42,0,Nature's Prophet
6.84,Most first-picked,43,0,Night Stalker
6.84,Most first-picked,44,0,Dragon Knight
6.84,Most first-picked,45,0,Tiny
6.84,Most first-picked,46,0,Axe
6.84,Most first-picked,47,0,Pudge
6.84,Most first-picked,48,0,Windranger
6.84,Most first-picked,49,0,Sniper
6.84,Most first-picked,50,0,Invoker
6.84,Most first-picked,51,0,Lone Druid
6.84,Most first-picked,52,0,Shadow Demon
6.84,Most first-picked,53,0,Treant Protector
6.84,Most first-picked,54,0,Witch Doctor
6.84,Most first-picked,55,0,Pugna
6.84,Most first-picked,56,0,Vengeful Spirit
6.84,Most first-picked,57,0,Ancient Apparition
6.84,Most first-picked,58,0,Dark Seer
6.84,Most banned in first ban phase,1,48,Leshrac
6.84,Most banned in first ban phase,2,43,Undying
6.84,Most banned in first ban phase,3,37,Queen of Pain
6.84,Most banned in first ban phase,4,31,Io
6.84,Most banned in first ban phase,5,29,Gyrocopter
6.84,Most banned in first ban phase,6,26,Bounty Hunter
6.84,Most banned in first ban phase,7,25,Tusk
6.84,Most banned in first ban phase,8,19,Shadow Fiend
6.84,Most banned in first ban phase,9,12,Visage
6.84,Most banned in first ban phase,10,11,Winter Wyvern
6.84,Most banned in first ban phase,11,10,Earthshaker
6.84,Most banned in first ban phase,12,9,Clockwerk
6.84,Most banned in first ban phase,13,8,Lina
6.84,Most banned in first ban phase,14,7,Naga Siren
6.84,Most banned in first ban phase,15,7,Chen
6.84,Most banned in first ban phase,16,7,Spirit Breaker
6.84,Most banned in first ban phase,17,6,Beastmaster
6.84,Most banned in first ban phase,18,5,Drow Ranger
6.84,Most banned in first ban phase,19,4,Storm Spirit
6.84,Most banned in first ban phase,20,4,Phantom Lancer
6.84,Most banned in first ban phase,21,4,Dazzle
6.84,Most banned in first ban phase,22,4,Bloodseeker
6.84,Most banned in first ban phase,23,3,Dark Seer
6.84,Most banned in first ban phase,24,2,Bristleback
6.84,Most banned in first ban phase,25,2,Viper
6.84,Most banned in first ban phase,26,2,Zeus
6.84,Most banned in first ban phase,27,2,Shadow Demon
6.84,Most banned in first ban phase,28,2,Nature's Prophet
6.84,Most banned in first ban phase,29,2,Broodmother
6.84,Most banned in first ban phase,30,1,Ancient Apparition
6.84,Most banned in first ban phase,31,1,Centaur Warrunner
6.84,Most banned in first ban phase,32,1,Pugna
6.84,Most banned in first ban phase,33,1,Dragon Knight
6.84,Most banned in first ban phase,34,1,Rubick
6.84,Most banned in first ban phase,35,1,Lion
6.84,Most banned in first ban phase,36,1,Night Stalker
6.84,Most banned in first ban phase,37,1,Techies
6.84,Most banned in first ban phase,38,1,Enchantress
6.84,Most banned in first ban phase,39,1,Batrider
6.84,Most banned in first ban phase,40,1,Magnus
6.84,Most banned in first ban phase,41,1,Keeper of the Light
6.84,Most banned in first ban phase,42,1,Anti-Mage
6.84,Most banned in first ban phase,43,0,Spectre
6.84,Most banned in first ban phase,44,0,Legion Commander
6.84,Most banned in first ban phase,45,0,Chaos Knight
6.84,Most banned in first ban phase,46,0,Phoenix
6.84,Most banned in first ban phase,47,0,Phantom Assassin
6.84,Most banned in first ban phase,48,0,Abaddon
6.84,Most banned in first ban phase,49,0,Medusa
6.84,Most banned in first ban phase,50,0,Treant Protector
6.84,Most banned in first ban phase,51,0,Meepo
6.84,Most banned in first ban phase,52,0,Slark
6.84,Most banned in first ban phase,53,0,Nyx Assassin
6.84,Most banned in first ban phase,54,0,Troll Warlord
6.84,Most banned in first ban phase,55,0,Earth Spirit
6.84,Most banned in first ban phase,56,0,Ember Spirit
6.84,Most banned in first ban phase,57,0,Disruptor
6.84,Most banned in first ban phase,58,0,Templar Assassin
6.84,Most banned in first ban phase,59,0,Bane
6.84,Most banned in first ban phase,60,0,Lycan
6.84,Most banned in first ban phase,61,0,Alchemist
6.84,Most banned in first ban phase,62,0,Crystal Maiden
6.84,Most banned in first ban phase,63,0,Mirana
6.84,Most banned in first ban phase,64,0,Sniper
6.84,Most banned in first ban phase,65,0,Windranger
6.84,Most banned in first ban phase,66,0,Tidehunter
6.84,Most banned in first ban phase,67,0,Huskar
6.84,Most banned in first ban phase,68,0,Axe
6.84,Most banned in first ban phase,69,0,Tiny
6.84,Most banned in first ban phase,70,0,Kunkka
6.84,Most banned in first ban phase,71,0,Pudge
6.84,Most banned in first ban phase,72,0,Sand King
6.84,Most banned in first ban phase,73,0,Omniknight
6.84,Most banned in first ban phase,74,0,Silencer
6.84,Most banned in first ban phase,75,0,Vengeful Spirit
6.84,Most banned in first ban phase,76,0,Invoker
6.84,Most banned in first ban phase,77,0,Warlock
6.84,Most banned in first ban phase,78,0,Lone Druid
6.84,Most banned in first ban phase,79,0,Razor
6.84,Most banned in first ban phase,80,0,Clinkz
6.84,Most banned in first ban phase,81,0,Brewmaster
6.84,Most banned in first ban phase,82,0,Witch Doctor
6.84,Most banned in first ban phase,83,0,Lich
6.84,Most banned in first ban phase,84,0,Tinker
6.84,Most banned in first ban phase,85,0,Juggernaut
6.84,Most banned in first ban phase,86,0,Riki
6.84,Most banned in first ban phase,87,0,Shadow Shaman
6.84,Most banned in first ban phase,88,0,Ursa Warrior
6.83,Highest winrate,1,67,Pugna
6.83,Highest winrate,2,62,Luna
6.83,Highest winrate,3,62,Alchemist
6.83,Highest winrate,4,61,Chaos Knight
6.83,Highest winrate,5,60,Bloodseeker
6.83,Highest winrate,6,59,Chen
6.83,Highest winrate,7,58,Abaddon
6.83,Highest winrate,8,58,Magnus
6.83,Highest winrate,9,57,Keeper of the Light
6.83,Highest winrate,10,57,Enigma
6.83,Highest winrate,11,57,Bane
6.83,Highest winrate,12,56,Slardar
6.83,Highest winrate,13,56,Riki
6.83,Highest winrate,14,56,Juggernaut
6.83,Highest winrate,15,56,Mirana
6.83,Highest winrate,16,55,Night Stalker
6.83,Highest winrate,17,55,Tusk
6.83,Highest winrate,18,55,Brewmaster
6.83,Highest winrate,19,54,Naga Siren
6.83,Highest winrate,20,54,Leshrac
6.83,Highest winrate,21,54,Broodmother
6.83,Highest winrate,22,54,Beastmaster
